collection,product_id,title,sales_gbp_30d,demand_searches_mo,organic_sessions_30d,profit_margin,matched_condition,seo_priority
pendant-lights,5433968230561,Vintage Industrial 3 Head E27 Hanging modern Ceiling Pendant Light Lamp Shade~2094,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,5433838305441,3 Head Retro Ceiling Light Glass Vintage Industrial E27 Base Holder Pendant Lamp UK~2095,0.0,210,0,N/A (COGS pending),6,Low
pendant-lights,5433709953185,Industrial Metal Dome Pendant Light Sloped Ceiling Adjustable E27 ~2096,0.0,50,4,N/A (COGS pending),1,Low — flag for review
pendant-lights,5432208523425,Industrial Dome Pendant Light Metal Single E27 Adjustable Fitting ~2101,0.0,390,2,N/A (COGS pending),6,Low
pendant-lights,5360127180961,Modern Vintage Industrial Retro Cama Loft Metal Ceiling Lamp Shade Pendant Light~2119,0.0,20,2,N/A (COGS pending),1,Low — flag for review
pendant-lights,5356178276513,Modern Ceiling Hanging Cage Pendant Light Lamp shade Retro Industrial Loft Style~2123,0.0,170,0,N/A (COGS pending),6,Low
pendant-lights,5343443157153,Pendant light Modern chandelier style ceiling lampshade metal rose gold~2130,0.0,12100,0,N/A (COGS pending),3,High
pendant-lights,5343276368033,Vintage Industrial Rose Gold Lamp Holder | E27 Fitting ~2131,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,5334324412577,Flat Modern Black 3 Light Pendant Ceiling Light ~2137,0.0,590,3,N/A (COGS pending),6,Low
pendant-lights,5334243016865,3 Way Modern Ceiling Pendant Cluster Light Fitting Industrial Pendant Lampshade~2139,0.0,110,0,N/A (COGS pending),6,Low
pendant-lights,5333996208289,Vintage Industrial Pendant Light | Modern LED Ceiling Lamp~2140,0.0,50,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,5329136124065,Vintage Industrial Retro Ceiling Light Cage Loft Chandelier Pendant Light Lamp~2143,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,5321091645601,Modern Vintage Industrial Retro Loft Cluster Ceiling Lamp Shade Pendant Light UK~2148,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,5314328527009,Vintage Iron Warehouse Pendant Light E27~2166,0.0,260,0,N/A (COGS pending),6,Low
pendant-lights,5314170618017,Industrial Cage Pendant Light E27 Matt Black ~2167,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,5282611953825,Retro industrial hanging lamp pendant lamp bar lampshade lamp E27 black new~2185,0.0,0,3,N/A (COGS pending),1,Low — flag for review
pendant-lights,5265738629281,1m/5m/10m2 Core Red & White Round Fabric Cable for Pendant Lighting~2203,0.0,110,1,N/A (COGS pending),6,Low
pendant-lights,5245842096289,Industrial Retro Wine Bottle Cluster Pendant Light E27~2205,0.0,0,1,N/A (COGS pending),1,Low — flag for review
pendant-lights,5245805789345,E27 Ceiling Rose Light Fitting Vintage Industrial Pendant Lamp Bulb Holder Light ~2208,0.0,70,3,N/A (COGS pending),1,Low — flag for review
pendant-lights,5239482908833,Vintage Industrial E27 4 Heads Hemp Rope Pendant Ceiling Light Retro Decor~2229,0.0,0,1,N/A (COGS pending),1,Low — flag for review
pendant-lights,5239482876065,Vintage 3 Head Rope Pendant Light Fitting~2230,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,4619982700640,Retro Wheel Pendant Light E27 Base ~2245,0.0,170,0,N/A (COGS pending),6,Low
pendant-lights,4603700510816,E27 Vintage Industrial Pendant Lamp Holder with FREE Bulb Fabric Light Fitting Ceiling rose~2253,0.0,70,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,4600842453088,Modern Fashion Industrial Metal Shade Loft Cafe Pendant Light FREE bulb Ceiling Lamp New~2255,0.0,50,1,N/A (COGS pending),1,Low — flag for review
pendant-lights,4599561945184,Modern Minimalist Cluster Pendant Light Matte Black E27 Multi-Drop~2257,0.0,1000,0,N/A (COGS pending),6,Low
pendant-lights,4595242106976,3 Pack Industrial Pendant Light Lampshade Black Metal Light Shade~2262,0.0,390,0,N/A (COGS pending),6,Low
pendant-lights,4572372303968,Vintage Industrial Retro Hanging Ceiling Lamp Metal Wire E27 Cage~2329,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,4562853789792,Modern Vintage Industrial Retro Loft 3 Head Ceiling Pendant Lamp Shade~2342,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,4553715810400,Modern Design Ceiling 3 Pendant Shade Light Set~2352,0.0,720,0,N/A (COGS pending),6,Low
pendant-lights,4553254862944,Industrial Wheel Pendant Light Ceiling Lamp Light  ~2361,0.0,390,2,N/A (COGS pending),6,Low
pendant-lights,4551433060448,3 Light Barrel shape Large Fitting Net Wire Cage Shade Ceiling Industrial Geometric~2370,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,4536343461984,Adjustable Black Metal Ceiling Pendant Light Easy Fit ~2463,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,4536343134304,Single Head Shade Adjustable Hanging E27 Metal Ceiling Pendant Light ~2465,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,4536342839392,Modern Pendant Light Metal Ceiling Lamp Shade ~2466,0.0,12100,0,N/A (COGS pending),3,High
pendant-lights,4528321101920,Modern Ceiling 1 Head Pendant Light Fitting Metal Black Cage~2470,0.0,1600,0,N/A (COGS pending),6,Low
pendant-lights,4528320970848,Modern Ceiling 3 Head Pendant Light Fitting Metal Black Cage~2471,0.0,1600,0,N/A (COGS pending),6,Low
pendant-lights,4528320184416,Modern Ceiling Pendant Light Fitting Wood Light Pendant Light Kit~2477,0.0,1600,0,N/A (COGS pending),6,Low
pendant-lights,4528319594592,Ceiling Rose E27 Screw 2 Pendant Light Fabric Flex Lamp Holder~2486,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,4523829723232,Modern Vintage Style Ceiling Yellow colour Pendant Lamp~2501,0.0,90,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,4523829330016,Industrial Nautical Barn Pendant Light E27 Red Metal Dome Shade~2504,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,4523829198944,Blue Industrial Metal Pendant Light | Free E27 Bulb Included~2505,0.0,50,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,4523828871264,Industrial Vintage Metal Ceiling Green Hanging Pendant Light~2508,0.0,0,1,N/A (COGS pending),1,Low — flag for review
pendant-lights,4518920192096,LEDSone industrial Style Pendant Light Rose Gold Colours Lamp Shade~2534,0.0,390,0,N/A (COGS pending),6,Low
pendant-lights,4518920061024,Retro Style Pendant Light Satin Nickel Colours Lamp Shade~2536,0.0,170,0,N/A (COGS pending),6,Low
pendant-lights,4509718872160,Industrial style Metal Bird cage Ceiling Pendant Light ~2540,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,4509718610016,Vintage Yellow E27 Base Brass Cone Pendant Light ~2544,0.0,70,1,N/A (COGS pending),1,Low — flag for review
pendant-lights,4506283409504,Modern Yellow Colour Lampshade Industrial Retro Style Metal Ceiling Pendant Lightshade~2553,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,4506283343968,Modern Black Colour Lampshade with FREE Bulb Industrial Retro Style Metal Ceiling Pendant Lightshade~2554,0.0,1900,0,N/A (COGS pending),6,Low
pendant-lights,4506283245664,Modern Blue Colour Lampshade Industrial Retro Style Metal Ceiling Pendant Lightshade~2555,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,4506283212896,Modern Green Colour Lampshade Industrial Retro Green pendant light Pendant Light ~2556,0.0,0,1,N/A (COGS pending),1,Low — flag for review
pendant-lights,4506283147360,Modern Red Colour Lampshade Industrial Retro Style Metal Ceiling Pendant Lightshade~2557,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,4506282983520,Modern Industrial Retro-Style Grey Metal Ceiling Pendant Light ~2558,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,4506282917984,Modern Pink Color Lampshade Industrial Retro Ceiling Pendant Lightshade ~2559,0.0,0,1,N/A (COGS pending),1,Low — flag for review
pendant-lights,4506281607264,3 Light Farmhouse Pendant Ceiling Light Max 60W ~2563,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,4506281508960,Adjustable Rectangle 3 Way Ceiling Pendant Light ~6144,0.0,0,1,N/A (COGS pending),1,Low — flag for review
pendant-lights,4497898537056,Industrial Retro Pendant Light Suspended Cluster Lights Style Glass Lamp Shade~2605,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,4496142139488,Modern Industrial Retro Ceiling Spider Light Fixture With E27 Holder ~2613,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,4490630627424,Vintage Industrial Ceiling Pendant Light Retro Loft Style Metal Shade Lamp~2666,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,4486947602528,Light Fitting Ceiling Shade industrial Metal Pendant Style Hanging Lampshade~2691,0.0,0,1,N/A (COGS pending),1,Low — flag for review
pendant-lights,4485851512928,Modern Metal hanging Pendant light for living room ~2692,0.0,320,0,N/A (COGS pending),6,Low
pendant-lights,4478992253024,Retro Metal Pendant Lampshade Ceiling Light Shade Vintage Industrial Kitchen~2700,0.0,0,1,N/A (COGS pending),1,Low — flag for review
pendant-lights,4478992121952,Industrial Hanging Pendant light for kitchen~2701,0.0,390,0,N/A (COGS pending),6,Low
pendant-lights,4478991925344,Vintage Metal Pendant Light Brushed Aluminium Dome E27 Fitting~2702,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,4478991794272,Vintage Industrial Retro Loft Ceiling Lamp New Modern Shade Pendant Light~2703,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,4475616460896,Vintage Industrial Loft Style Hemp Rope 3head cluster Ceiling Pendant Light Lamp~2711,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,4468593262688,Vintage Conical Hemp Rope Pendant Light – Rustic Woven E27 Indoor Ceiling Lamp~2712,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,4438452437088,Pendant Hanging Light Fixtures~2811,0.0,140,0,N/A (COGS pending),6,Low
pendant-lights,4417296302176,Rustic Red Flat Lamp Shade Ceiling Pendant~2822,0.0,50,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,4417290403936,Vintage Retro Ceiling Corn Pendant Light Shade gold holder ~2887,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,4417288831072,Bird Cage Ceiling Industrial Chandelier Loft Pendant Light ~2907,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,4417283555424,3 Pack Vintage Loft Chandelier Ceiling Pendant Lamp Shade Industrial (without Bulb)~2990,0.0,90,1,N/A (COGS pending),1,Low — flag for review
pendant-lights,4417283096672,1m/5m/10m 3 Core Black and White Round Fabric Lighting Cable~2996,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,4417282736224,1M/5M/10M 3 Core Vintage Twisted Yellow and Black Fabric Lighting Cable~3000,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,4417277886560,1M/5M/10M 3 Core Round Fabric Cable Light Brown Cable 0.75mm UK~3059,0.0,110,0,N/A (COGS pending),6,Low
pendant-lights,4417272479840,Vintage E27 Pendant Light Fitting Industrial Metal Hanging Lamp~3127,0.0,260,0,N/A (COGS pending),6,Low
pendant-lights,4417272414304,Square Holder Fabric 3 Core Round 1m Cable E27 Ceiling Pendant Light~3128,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,4417271529568,E27 Bulb Holder Industrial Pendant Light~3144,0.0,390,0,N/A (COGS pending),6,Low
pendant-lights,4417271464032,Metal Hanging Ceiling Vintage Industrial Retro Loft Lampshade~3146,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,4417271398496,Ceiling Lampshade Vintage Industrial Retro Loft Metal Hanging~3147,0.0,880,0,N/A (COGS pending),6,Low
pendant-lights,4417271365728,Modern Vintage Industrial Retro Metal Lamp Shade Loft Blue Pendant Ceiling Light ~3148,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,4417271136352,Brass Gold Cage Lights For Kitchen Island ~3152,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,4417271103584,Vintage Industrial Retro Ceiling Pendant Light ~3153,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,4417270939744,Vintage Golden Interior Elegant Wide Ceiling Pendant Light~3156,0.0,10,1,N/A (COGS pending),1,Low — flag for review
pendant-lights,4417270874208,Modern Matt Black Bedroom Light Shade+ Gold lamp holder ~3157,0.0,2400,0,N/A (COGS pending),3,High
pendant-lights,4417270808672,Brushed Silver Ceiling Pendant Retro Lamp Industrial Loft Chandelier~3158,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,4417270743136,Brushed Copper Loft Industrial Chandelier Ceiling Light Pendant Lamp~3159,0.0,20,1,N/A (COGS pending),1,Low — flag for review
pendant-lights,4417270710368,Hanging Dome Industrial kitchen Light Shade~3160,0.0,480,0,N/A (COGS pending),6,Low
pendant-lights,4417270415456,Vintage Ceiling Hanging Pendant Brass Lamp Wire Cage~3164,0.0,260,0,N/A (COGS pending),6,Low
pendant-lights,4417269858400,Grey Hanging Lights for Restaurants & Bars ~3170,0.0,70,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,4417269792864,Pendant Light Modern Ceiling Green Lamp Shade Chandelier~3171,0.0,12100,0,N/A (COGS pending),3,High
pendant-lights,4417269661792,Modern Brown Ceiling Pendant Light ~3172,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,4417269596256,Red Hanging Commercial Light Fixtures E27 ~3173,0.0,90,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,4417269563488,Blue Pendant Modern Flat Ceiling Light Lampshade Chandelier~3174,0.0,320,0,N/A (COGS pending),6,Low
pendant-lights,4417269465184,Modern Ceiling Yellow Pendant Light Lamp Shade Chandelier~3175,0.0,110,0,N/A (COGS pending),6,Low
pendant-lights,4417269399648,Lampshade Modern Ceiling Pendant Brass Chandelier Light~3176,0.0,12100,0,N/A (COGS pending),3,High
pendant-lights,4417269235808,Modern bottle Style Edison Lampshade Chandelier Pendant Ceiling~3177,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,4417269170272,Industrial kitchen lights Square Shape~3178,0.0,590,1,N/A (COGS pending),6,Low
pendant-lights,4417269039200,Rectangle Wire Lampshade Ceiling Vintage Pendant Light~3179,0.0,0,1,N/A (COGS pending),1,Low — flag for review
pendant-lights,4417268973664,Hanging Lights For Kitchen~3180,0.0,3600,0,N/A (COGS pending),3,High
pendant-lights,4417268875360,Kitchen Lights Black Metal over table~3181,0.0,18100,0,N/A (COGS pending),3,High
pendant-lights,4417268809824,1m/5m/10m/100m 3 Core Purple Round Fabric Lighting Cable Vintage Indoor Cord~3182,0.0,1300,1,N/A (COGS pending),6,Low
pendant-lights,4417267204192,Vintage Balloon Cage Pendant Light Retro Industrial Black Metal ~3200,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,4417267040352,Pendant Light Vintage Flat Black Lamp Shades~3203,0.0,12100,0,N/A (COGS pending),3,High
pendant-lights,4417266745440,Cone Vintage Ceiling Pendant Lamp Shade~3206,0.0,90,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,4417266679904,Retro Style Metal Wavy Vintage Ceiling Pendant Lamp Shade~3207,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,4417264320608,Vintage Ceiling Pendant Lights Industrial Metal Cage 3Way LED Hanging Retro Lamp~5101,0.0,260,0,N/A (COGS pending),6,Low
pendant-lights,4414315429984,Lamp Guard Wire Cage Pendant Light Ceiling Hanging Pendant ~3380,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,14957795213698,Chrome Metal E27 Adjustable Pendant Light Fixture~6002,-14.03,320,0,N/A (COGS pending),6,Low
pendant-lights,7982678343930,2Pack Pendant Light with E27 Lamp Holder and PVC Cable~4231,-14.89,12100,0,N/A (COGS pending),3,High
pendant-lights,7492315414778,Retro Metal Pendant Light E27 Pink  ~1001,-33.69,20,1,N/A (COGS pending),1,Low — flag for review
pendant-lights,15270379422082,3 Lights Black Metal Cage Hanging Fixture with Adjustable 1m Cable ~6577,-33.89,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,14903399973250,8 head Industrial Spider Light Pendant for Home Décor ~  5710,-1426.2,20,2,N/A (COGS pending),1,Low — flag for review
wall-light,15071739019650,Rustic Industrial Wall Light Antique Metal E27 Sconce ~6245,1090.89,480,4,N/A (COGS pending),6,Low
wall-light,15260815720834,Exposed Nautical Conduit Wall Light E27 Metal ~6548,780.41,40,14,N/A (COGS pending),1,Low — flag for review
wall-light,14872946311554,Industrial Swan Neck Wall Light Curved Arm Cone Fitting ~5575,543.0,210,12,N/A (COGS pending),6,Low
wall-light,14881058324866,Rotatable Metal Wall Spotlight GU10 Conduit Light Fixture ~ 5642,521.84,590,5,N/A (COGS pending),6,Low
wall-light,7630664532218,Vintage Copper Industrial Wall Light | Swan Neck Dome Sconce for Living Room ~3678,478.37,260,8,N/A (COGS pending),6,Low
wall-light,14879664472450,Cylinder Adjustable Ceiling Spotlight for Conduit Lighting~5633,395.64,10,2,N/A (COGS pending),1,Low — flag for review
wall-light,4489762373728,Black Cage wall lights ~2670,246.9,10,0,N/A (COGS pending),1,Low — flag for review
wall-light,7998887231738,Waterproof IP54 Outdoor Wall lights with PIR Motion Detector Sensor 10W ~4495,240.39,12100,18,N/A (COGS pending),3,High
wall-light,5244462203041,Antique Brass Adjustable Wall Light ~2214,193.85,2400,0,N/A (COGS pending),3,High
wall-light,7661573800186,"Industrial Wall Light Vintage Metal E27 Wall Sconce for Living Room, Kitchen ~3792",189.01,0,2,N/A (COGS pending),1,Low — flag for review
wall-light,8161314111738,Plug in Wall Lighting 2M Cable Dimmer Switch Light Fittings~5303,188.2,10,24,N/A (COGS pending),1,Low — flag for review
wall-light,14925037011330,Modern Swan Neck Indoor Wall Light ~5772,185.97,0,0,N/A (COGS pending),1,Low — flag for review
wall-light,8645782274298,Industrial Metal Rustic Twin Waterpipe Wall Light ~5534,167.9,0,2,N/A (COGS pending),1,Low — flag for review
wall-light,5238217769121,Industrial Pulley Wheel Wall Light Wood and Iron Cage Sconce E27~2231,159.88,480,2,N/A (COGS pending),6,Low
wall-light,15293716693378,Vintage Brass Wall Sconce with Amber Glass Shade E27 ~6715,128.59,140,3,N/A (COGS pending),6,Low
wall-light,7694649098490,Swan Neck Wall Light Metal Shade Vintage Industrial E27 Fitting ~3918,118.8,0,1,N/A (COGS pending),1,Low — flag for review
wall-light,6052094935201,Modern Industrial Wall Lights Sleek Metal Design ~1658,118.23,1300,0,N/A (COGS pending),6,Low
wall-light,14878296572290,Black Dome Metal Wall Scone Wall Lights-5620,114.56,110,5,N/A (COGS pending),6,Low
wall-light,15069278798210,Vintage Swan Neck Galvanized Outdoor Wall Light ~6225,111.85,30,0,N/A (COGS pending),1,Low — flag for review
wall-light,8010477207802,Vintage Industrial Black E27 Adjustable Indoor Wall Light ~4717,90.12,90,8,N/A (COGS pending),1,Low — flag for review
wall-light,4612919066720,Industrial Adjustable Wall Sconce E27 Vintage Metal~2249,89.1,70,1,N/A (COGS pending),1,Low — flag for review
wall-light,7560180334842,Adjustable Vintage Wall Light Industrial Style ~3464,82.19,480,9,N/A (COGS pending),6,Low
wall-light,4495471706208,Vintage Industrial Retro Loft Brushed Copper Wall Lights Porch Lamp~2619,81.26,0,1,N/A (COGS pending),1,Low — flag for review
wall-light,7998902763770,Modern 7W LED Wall Light Die-cast Aluminium Indoor Outdoor IP Rated~ 4496,80.34,9900,3,N/A (COGS pending),3,High
wall-light,5360689283233,Industrial Ribbed Amber Glass Wall Light Adjustable Brass E27 Fitting~2118,79.33,20,6,N/A (COGS pending),1,Low — flag for review
wall-light,6001950916769,Glass Lampshade Modern style wall lights  perfect for decorative on Wall ~1772,76.46,1600,8,N/A (COGS pending),6,Low
wall-light,8010522525946,Adjustable E27 Wall Light Black Wall Sconce Lamp ~4737,75.56,170,18,N/A (COGS pending),6,Low
wall-light,6765736722593,Best Lamp Holder For Wall Light E27 base Light Fitting~1438,75.48,20,1,N/A (COGS pending),1,Low — flag for review
wall-light,4417294893152,Industrial Wall Lights with Cage Shade Retro Wall Lamp ~2839,70.95,1300,2,N/A (COGS pending),6,Low
wall-light,6001950490785,Industrial Ribbed Glass Wall Light Fits Standard UK Wall Lights (E27) ~1774,65.68,20,2,N/A (COGS pending),1,Low — flag for review
wall-light,14925001392514,Industrial Wall Light E27 Vintage Metal Sconce with Adjustable Arm~5770,65.44,480,0,N/A (COGS pending),6,Low
wall-light,4506283442272,Industrial Wall Lights Fittings Adjustable Wall Lamps for Rooms ~2552,64.37,1300,0,N/A (COGS pending),6,Low
wall-light,7642578878714,Ledsone Vintage Industrial Dome Wall Light E27 Bedside Sconce~3697,62.67,20,0,N/A (COGS pending),1,Low — flag for review
wall-light,6928893870241,Black Modern Industrial Adjustable Arm Wall Light Fixtures~1237,58.47,110,0,N/A (COGS pending),6,Low
wall-light,6741957804193,Industrial Umbrella Wall Sconce Brushed Copper Scalloped Art Deco Fitting~1499,57.01,70,0,N/A (COGS pending),1,Low — flag for review
wall-light,7998922031354,12W LED Motion Sensor Porch Lights | IP54 Outdoor Security~4497,56.55,3600,26,N/A (COGS pending),3,High
wall-light,8629279588602,Industrial Waterproof Wall Sconce Bell Shade E27~5522,55.98,70,6,N/A (COGS pending),1,Low — flag for review
wall-light,4484056449120,Adjustable Amber Glass Wall Light Fitting~2699,55.88,590,2,N/A (COGS pending),6,Low
wall-light,4436070793312,Steampunk Pipe Lights Wall Lamp Indoor Lighting ~2813,54.67,390,0,N/A (COGS pending),6,Low
wall-light,8006273859834,E27 Wooden Rope Wall Lamp Indoor Lighting ~4568,51.14,0,7,N/A (COGS pending),1,Low — flag for review
wall-light,15267802055042,Wall Lights Metal Vintage Adjustable Swivel Living Room ~6784,48.69,40500,0,N/A (COGS pending),3,High
wall-light,8017508073722,Modern 12W LED Outdoor Wall Light | Black IP54 Up Down Garden & Patio Sconce ~4964,48.57,2400,3,N/A (COGS pending),3,High
wall-light,6741957607585,Wall Sconce Black Cone Shape Shade ~1502,48.15,2400,0,N/A (COGS pending),3,High
wall-light,4417289257056,Industrial Cage Wall Light Vintage E27 Matt Black~2900,47.98,20,0,N/A (COGS pending),1,Low — flag for review
wall-light,15293724885378,Vintage Brass Wall Sconce Adjustable Clear Glass Wall Lamp ~6719,47.98,140,18,N/A (COGS pending),6,Low
wall-light,8011072012538,Black Birds Resin Crow LED Lamp E27 Base Modern Art Deco Design ~4779,45.5,3600,2,N/A (COGS pending),3,High
wall-light,4590505033824,Vintage Plug-In Wall Light Black Sconce E27 Lamp~2271,43.78,20,0,N/A (COGS pending),1,Low — flag for review
wall-light,14958851326338,Industrial Wall Sconce Adjustable Arm Vintage Metal Wall Light E27~6012,43.76,70,2,N/A (COGS pending),1,Low — flag for review
wall-light,4417271267424,Black Wall Lights Wall Mounted Lamps & Sconces UK ~3150,41.99,3600,0,N/A (COGS pending),3,High
wall-light,14898962596226,Industrial Conduit Pipe Metal Cage Wall Light Kit Matte Black E27~ 5701,41.04,20,1,N/A (COGS pending),1,Low — flag for review
wall-light,6956180275361,Vintage Industrial Adjustable Pulley Wheel Wall Mounted Light ~1222,39.42,110,0,N/A (COGS pending),6,Low
wall-light,15293722722690,Adjustable Vintage Brass Wall Sconce Smoked Grey Glass Wall Lamp ~6718,38.7,140,7,N/A (COGS pending),6,Low
wall-light,15311809315202,Pair Of Plug In 2m Wall Light For Living Room With Dimmer ~6761,38.69,20,0,N/A (COGS pending),1,Low — flag for review
wall-light,14933888237954,Plug-in Wall Sconces | Modern Indoor & Bedside Lights ~5919,37.3,40,1,N/A (COGS pending),1,Low — flag for review
wall-light,14879662702978,Double Head Up and Down Wall Light GU10 Spotlight-5632,34.02,110,1,N/A (COGS pending),6,Low
wall-light,15189300052354,Adjustable Wall Sconce / Ceiling Fixture ~6461,33.46,90,0,N/A (COGS pending),1,Low — flag for review
wall-light,8623658926330,Modern Orange LED Wall Light | 22cm Metal Cone Sconce Indoor Lighting ~5519,32.22,170,3,N/A (COGS pending),6,Low
wall-light,4488111128672,Vintage Industrial Swan Neck Wall Light Sconce E27 Iron~2677,30.38,20,0,N/A (COGS pending),1,Low — flag for review
wall-light,4509718741088,Industrial Wall Mounted E27 Light Curvy Shade industrial wall light ~2542,29.78,0,0,N/A (COGS pending),1,Low — flag for review
wall-light,7500108857594,Retro Industrial Wall Mounted Vintage Wall Designer Indoor Light Fixture Lamp Fitting~3387,25.59,0,0,N/A (COGS pending),1,Low — flag for review
wall-light,8630284812538,Industrial Wood Effect Bell Wall Light E27 ~5526,25.09,480,4,N/A (COGS pending),6,Low
wall-light,8155725988090,2m Plugin Wall Light With Dimmer ~5258,24.65,50,0,N/A (COGS pending),1,Low — flag for review
wall-light,14899845497218,Industrial 2-Way Conduit Pipe Wall Light E27 Fitting ~5702,23.19,480,0,N/A (COGS pending),6,Low
wall-light,5241118064801,Indoor 2m Cord plug in Wall light with Dimmer Switch ~2224,22.61,20,4,N/A (COGS pending),1,Low — flag for review
wall-light,5854047240353,Vintage Industrial Pulley Wheel Cage Wall Lamp~1912,22.52,30,1,N/A (COGS pending),1,Low — flag for review
wall-light,7961561334010,Vintage Metal Retro Modern Plug In Wall Sconce Light Fitting ~ 5368,21.49,0,2,N/A (COGS pending),1,Low — flag for review
wall-light,14927479144834,Vintage Industrial Wall Light Plug In Sconce E27 4m Fabric Cable ~5794,21.49,20,0,N/A (COGS pending),1,Low — flag for review
wall-light,8100579639546,Industrial 3-Pin Plug-in Wall Light Cone Shade | Dimmer Switch ~5109,21.46,40,2,N/A (COGS pending),1,Low — flag for review
wall-light,7560180465914,Green Shade With Adjustable Curvy Swing Arm Wall Light Fixture Loft Style Industrial Wall Sconce~3465,20.99,70,4,N/A (COGS pending),1,Low — flag for review
wall-light,15123994182018,Industrial Indoor Plug in Wall Light with Dimmer ~6332,19.19,480,0,N/A (COGS pending),6,Low
wall-light,6001951015073,Industrial glass wall light Amber Glass cone replacement Lampshade ~1771,18.89,20,6,N/A (COGS pending),1,Low — flag for review
wall-light,6542306410657,Indoor Sconce Wall Light Fitting Fixture E27 ~1614,18.36,880,1,N/A (COGS pending),6,Low
wall-light,7500120195322,Wall Sconces Indoor E27 Swan Neck Vintage Industrial ~3388,18.11,4400,2,N/A (COGS pending),3,High
wall-light,14879661883778,Modern Small Spot Wall Lamp Cylinder Metal Rotatable Bedside Wall Light ~ 5631,16.89,140,0,N/A (COGS pending),6,Low
wall-light,14959094563202,Industrial Wall Light Metal Wire cage E27 Wall Sconce Fitting ~6016,13.73,0,0,N/A (COGS pending),1,Low — flag for review
wall-light,14929082253698,Modern Up & Down Wall Sconce | E27 Industrial Wall Light | Black & White ~ 5848,12.59,0,0,N/A (COGS pending),1,Low — flag for review
wall-light,6634014736545,Minimalist Wall sconce for Living space~1573,12.42,20,0,N/A (COGS pending),1,Low — flag for review
wall-light,6987584077985,Industrial Swan Neck Wall Sconce Fixed Arm E27 Professional Metal~1196,0.0,70,11,N/A (COGS pending),1,Low — flag for review
wall-light,6765700219041,Retro Wall Light Holder Swan Neck Wall Scone ~1439,0.0,210,2,N/A (COGS pending),6,Low
wall-light,4484056678496,fancy wall lights for living room~2698,0.0,170,0,N/A (COGS pending),6,Low
